Name,UniProt ID,Oxidized 24h,Reduced 24h,P-value 24h,Difference 24h,P-value (log) 24h,Significant 24h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 48h,Reduced 48h,P-value 48h,Difference 48h,P-value (log) 48h,Significant 48h,Abundance Check Oxidized,Abundance Check Reduced,Oxidized 72h,Reduced 72h,P-value 72h,Difference 72h,P-value (log) 72h,Significant 72h,Abundance Check Oxidized,Abundance Check Reduced,General abundance check,,
APD1,P38281,9.3352,9.1958,0.73747,0.1394,0.132255642,-,More,More,9.5844,8.8519,0.12302,0.7325,0.910024277,-,More,More,9.4118,8.4814,0.021077,0.9304,1.676191204,-,More,More,All above average,FALSE,FALSE
APE3,P37302,6.812,6.5194,0.74854,0.2926,0.125784987,-,More,More,6.173,5.2373,0.37592,0.9357,0.424904568,-,Less,Less,6.6536,4.3218,0.031523,2.3318,1.501372458,-,More,Less,FALSE,FALSE,Mixed
APE4,P38821,7.53,7.8041,0.53872,-0.2741,0.268636901,-,More,More,8.2264,7.1632,0.059949,1.0632,1.222218057,-,More,More,7.5269,8.3863,0.055564,-0.8594,1.255206497,-,More,More,All above average,FALSE,FALSE
API2,Q04413,0,0,0,0,0,-,Less,Less,3.9712,5.8127,0.27273,-1.8415,0.564267088,-,Less,More,5.2751,4.7966,0.74277,0.4785,0.129145645,-,Less,Less,FALSE,FALSE,Mixed
APJ1,P53940,7.5586,7.4942,0.92484,0.0644,0.033933395,-,More,More,7.8155,7.0991,0.25645,0.7164,0.590997297,-,More,More,7.8114,7.2709,0.27232,0.5405,0.564920462,-,More,More,All above average,FALSE,FALSE
APL1,P27351,8.3813,9.068,0.10286,-0.6867,0.98775348,-,More,More,8.9497,9.04,0.84915,-0.0903,0.071015586,-,More,More,9.011,7.9881,0.018011,1.0229,1.744462174,-,More,More,All above average,FALSE,FALSE
APL3,P38065,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,1.977,0,0.4086,1.977,0.388701638,-,Less,Less,3.0844,0,0.41164,3.0844,0.38548243,-,Less,Less,FALSE,All Below Average,FALSE
APL4,Q12028,7.3134,8.0192,0.11347,-0.7058,0.945118945,-,More,More,7.633,9.0519,0.017278,-1.4189,1.76250653,-,More,More,8.1254,8.4913,0.3975,-0.3659,0.400662867,-,More,More,All above average,FALSE,FALSE
APL5,Q08951,0,0,0,0,0,-,Less,Less,4.4402,0,0.26058,4.4402,0.58405892,-,Less,Less,4.1358,3.8734,0.87884,0.2624,0.056090185,-,Less,Less,FALSE,All Below Average,FALSE
APL6,P46682,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,0,2.5506,0.28027,-2.5506,0.552423386,-,Less,Less,FALSE,All Below Average,FALSE
APM1,Q00776,0,4.1452,0.31731,-4.1452,0.498516241,-,Less,Less,2.3924,3.6833,0.45364,-1.2909,0.343288658,-,Less,Less,4.6949,5.2192,0.71915,-0.5243,0.143180515,-,Less,Less,FALSE,All Below Average,FALSE
APM3,P38153,0,0,0,0,0,-,Less,Less,1.977,0,0.4086,1.977,0.388701638,-,Less,Less,0,2.4389,0.30188,-2.4389,0.520165659,-,Less,Less,FALSE,All Below Average,FALSE
APM4,Q99186,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,3.0844,0,0.41164,3.0844,0.38548243,-,Less,Less,FALSE,All Below Average,FALSE
APT1,P49435,0,0,0,0,0,-,Less,Less,3.4815,0,0.37771,3.4815,0.422841517,-,Less,Less,4.3296,0,0.24914,4.3296,0.60355654,-,Less,Less,FALSE,All Below Average,FALSE
APT2,P36973,7.0816,4.6413,0.061835,2.4403,1.208765635,-,More,Less,5.5184,6.1353,0.5594,-0.6169,0.252277538,-,Less,More,5.7991,5.0671,0.49966,0.732,0.301325416,-,Less,Less,FALSE,FALSE,Mixed
AQR1,P53943,6.5618,4.1452,0.086013,2.4166,1.065435905,-,More,Less,5.8297,2.8564,0.076591,2.9733,1.11582226,-,Less,Less,2.4003,0,0.30959,2.4003,0.509213076,-,Less,Less,FALSE,FALSE,Mixed
AQY1,P0CD91,7.9624,0,0.15687,7.9624,0.804460103,-,More,Less,7.2608,4.9194,0.026719,2.3414,1.5731798,-,More,Less,6.6711,2.5506,0.016664,4.1205,1.778220743,-,More,Less,FALSE,FALSE,Mixed
AQY2,P0CD90,6.8053,4.1452,0.041787,2.6601,1.378958807,-,More,Less,6.4483,2.8564,0.032416,3.5919,1.489240576,-,More,Less,4.8956,0,0.19255,4.8956,0.715456477,-,Less,Less,FALSE,FALSE,Mixed
ARD1,P07347,3.0618,0,0.46014,3.0618,0.337110012,-,Less,Less,4.4648,0,0.25794,4.4648,0.588481304,-,Less,Less,2.8756,0,0.44402,2.8756,0.352597468,-,Less,Less,FALSE,All Below Average,FALSE
ARE2,P53629,6.0239,4.6413,0.32597,1.3826,0.486822368,-,Less,Less,4.6449,5.2138,0.73477,-0.5689,0.133848584,-,Less,Less,5.1645,4.6253,0.71149,0.5392,0.1478312,-,Less,Less,FALSE,All Below Average,FALSE
ARF3,P40994 P38116,0,0,0,0,0,-,Less,Less,0,3.5873,0.36339,-3.5873,0.439627028,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARG1,P22768,2.969,3.698,0.89687,-0.729,0.047270503,-,Less,Less,4.2745,4.9919,0.66918,-0.7174,0.174457047,-,Less,Less,4.8533,4.6607,0.89491,0.1926,0.048220639,-,Less,Less,FALSE,All Below Average,FALSE
ARG2,P40360,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,2.3623,0,0.31731,2.3623,0.498516241,-,Less,Less,FALSE,All Below Average,FALSE
ARG3,P05150,7.484,4.891,0.015953,2.593,1.797157635,-,More,Less,7.0657,4.8037,0.032315,2.262,1.49059584,-,More,Less,6.7462,5.1042,0.12996,1.642,0.886190297,-,More,Less,FALSE,FALSE,Mixed
ARG4,P04076,6.1574,3.698,0.080584,2.4594,1.093751179,-,Less,Less,6.4919,5.7771,0.49882,0.7148,0.302056142,-,More,More,6.5567,5.0176,0.15577,1.5391,0.80751618,-,More,Less,FALSE,FALSE,Mixed
ARG80,P07249,6.7427,7.3118,0.53289,-0.5691,0.273362429,-,More,More,7.7844,7.9547,0.76316,-0.1703,0.117384401,-,More,More,7.1259,7.9497,0.094345,-0.8238,1.025281111,-,More,More,All above average,FALSE,FALSE
ARI1,P53111,7.8747,5.535,0.010364,2.3397,1.984472596,-,More,Less,7.3106,4.8037,0.017679,2.5069,1.752542304,-,More,Less,6.2267,4.3218,0.19138,1.9049,0.71810345,-,Less,Less,FALSE,FALSE,Mixed
ARK1,P53974,10.0643,9.9241,0.693,0.1402,0.159266765,-,More,More,9.8918,10.2324,0.38597,-0.3406,0.41344645,-,More,More,10.16,10.4098,0.46174,-0.2498,0.335602501,-,More,More,All above average,FALSE,FALSE
ARL1,P38116,4.8237,0,0.24455,4.8237,0.611632333,-,Less,Less,4.4758,0,0.25677,4.4758,0.590455719,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARL3,Q02804,0,0,0,0,0,-,Less,Less,2.3924,0,0.31731,2.3924,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARN1,P38731,6.8844,0,0.22094,6.8844,0.65572565,-,More,Less,5.1421,2.8564,0.18456,2.2857,0.733862418,-,Less,Less,3.4624,0,0.35673,3.4624,0.447660366,-,Less,Less,FALSE,FALSE,Mixed
ARO1,P08566,0,0,0,0,0,-,Less,Less,1.977,3.6833,0.32192,-1.7063,0.492252041,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARO2,P28777,0,0,0,0,0,-,Less,Less,0,2.7026,0.25862,-2.7026,0.587337893,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARO3,P14843,6.5538,4.6413,0.14331,1.9125,0.843723504,-,More,Less,4.4354,5.2138,0.64295,-0.7784,0.191822799,-,Less,Less,2.8912,3.9033,0.49841,-1.0121,0.302413253,-,Less,Less,FALSE,FALSE,Mixed
ARO8,P53090,2.969,0,0.31731,2.969,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,2.4003,2.5506,0.96809,-0.1503,0.014084266,-,Less,Less,FALSE,All Below Average,FALSE
ARO9,P38840,2.969,4.891,0.73255,-1.922,0.135162727,-,Less,Less,4.8815,5.9326,0.43804,-1.0511,0.35848623,-,Less,More,5.6388,6.9389,0.027625,-1.3001,1.558697713,-,Less,More,FALSE,FALSE,Mixed
ARP1,P38696 Q02804 P32770,5.798,6.3628,0.59963,-0.5648,0.222116647,-,Less,More,6.3922,5.5889,0.44717,0.8033,0.34952734,-,Less,Less,6.535,5.269,0.24302,1.266,0.614357983,-,More,Less,FALSE,FALSE,Mixed
ARP6,Q12509,6.3178,5.9787,0.75265,0.3391,0.123406934,-,Less,More,6.08,5.4422,0.54613,0.6378,0.262703966,-,Less,Less,6.5861,6.4973,0.88047,0.0888,0.055285437,-,More,More,FALSE,FALSE,Mixed
ARP8,Q12386,0,4.1452,0.31731,-4.1452,0.498516241,-,Less,Less,2.3924,0,0.31731,2.3924,0.498516241,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARR1,Q06596,8.6818,8.1812,0.21641,0.5006,0.664722675,-,More,More,8.8429,7.8213,0.086531,1.0216,1.062828277,-,More,More,8.7627,7.8631,0.037526,0.8996,1.425667726,-,More,More,All above average,FALSE,FALSE
ARR3,Q06598,6.6401,3.698,0.036599,2.9421,1.436530781,-,More,Less,5.5396,4.5025,0.44416,1.0371,0.352460556,-,Less,Less,5.1243,0,0.17258,5.1243,0.763009535,-,Less,Less,FALSE,FALSE,Mixed
ART10,P18634,6.4276,4.891,0.23965,1.5366,0.620422567,-,Less,Less,4.6217,5.1583,0.74927,-0.5366,0.125361656,-,Less,Less,4.8117,4.2995,0.76602,0.5122,0.115759891,-,Less,Less,FALSE,All Below Average,FALSE
ART5,P53244,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,4.0187,3.8544,0.92404,0.1643,0.034309229,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ARX1,Q03862,5.1354,0,0.21539,5.1354,0.666774464,-,Less,Less,3.9467,0,0.31731,3.9467,0.498516241,-,Less,Less,4.1461,3.3368,0.5883,0.8093,0.230401152,-,Less,Less,FALSE,All Below Average,FALSE
ASF1,P32447,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,0,3.8346,0.30741,-3.8346,0.512282009,-,Less,Less,FALSE,All Below Average,FALSE
ASG7,P46993,8.1258,8.4623,0.40597,-0.3365,0.391506058,-,More,More,8.905,7.9144,0.096491,0.9906,1.015513193,-,More,More,8.3046,8.3207,0.97031,-0.0161,0.013089493,-,More,More,All above average,FALSE,FALSE
ASH1,P34233,7.913,8.2169,0.49552,-0.3039,0.304938812,-,More,More,8.1852,6.5621,0.010137,1.6231,1.994090554,-,More,More,7.9696,7.8059,0.71537,0.1637,0.145469277,-,More,More,All above average,FALSE,FALSE
ASI1,P54074,3.9241,0,0.34382,3.9241,0.463668864,-,Less,Less,3.248,3.0395,0.90365,0.2085,0.043999747,-,Less,Less,3.409,3.3368,0.96151,0.0722,0.017046195,-,Less,Less,FALSE,All Below Average,FALSE
ASI3,P53983,8.5942,9.2715,0.10764,-0.6773,0.968026311,-,More,More,8.3206,8.8545,0.35048,-0.5339,0.45533676,-,More,More,8.7445,8.7563,0.97667,-0.0118,0.010252152,-,More,More,All above average,FALSE,FALSE
ASM4,Q05166,5.1775,4.891,0.83874,0.2865,0.076372645,-,Less,Less,6.6745,5.588,0.30389,1.0865,0.517283591,-,More,Less,6.1776,4.2995,0.1977,1.8781,0.703993331,-,Less,Less,FALSE,FALSE,Mixed
ASP1,P38986,7.8554,8.2721,0.35004,-0.4167,0.455882325,-,More,More,8.2601,7.1309,0.045713,1.1292,1.339960276,-,More,More,8.2549,7.2572,0.026246,0.9977,1.580936876,-,More,More,All above average,FALSE,FALSE
ASR1,Q06834,7.28,0,0.19554,7.28,0.708764389,-,More,Less,5.5697,4.9166,0.62993,0.6531,0.200707708,-,Less,Less,5.242,2.5506,0.11789,2.6914,0.928523032,-,Less,Less,FALSE,FALSE,Mixed
AST1,P35183,0,4.1452,0.31731,-4.1452,0.498516241,-,Less,Less,2.3924,4.1317,0.31266,-1.7393,0.504927676,-,Less,Less,3.7569,0,0.31731,3.7569,0.498516241,-,Less,Less,FALSE,All Below Average,FALSE
ATC1,Q04005,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,1.6506,0,0.48473,1.6506,0.314500101,-,Less,Less,FALSE,All Below Average,FALSE
ATF2,P53296,7.0871,7.8479,0.26519,-0.7608,0.576442857,-,More,More,7.893,7.7915,0.85755,0.1015,0.066740549,-,More,More,7.9159,8.4042,0.25881,-0.4883,0.587018947,-,More,More,All above average,FALSE,FALSE
ATG1,P53104,8.2946,8.6783,0.3433,-0.3837,0.464326197,-,More,More,8.3615,8.9188,0.32976,-0.5573,0.481802026,-,More,More,8.7811,9.1977,0.30172,-0.4166,0.520395901,-,More,More,All above average,FALSE,FALSE
ATG10,Q07879,6.7566,3.698,0.029781,3.0586,1.526060723,-,More,Less,5.208,0,0.18698,5.208,0.728204845,-,Less,Less,4.8257,0,0.19897,4.8257,0.7012124,-,Less,Less,FALSE,FALSE,Mixed
ATG11,Q12527,0,0,0,0,0,-,Less,Less,3.2943,0,0.40389,3.2943,0.393736899,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ATG13,Q06628,6.7072,0,0.23306,6.7072,0.632532258,-,More,Less,5.2248,3.0395,0.20459,2.1853,0.689115598,-,Less,Less,4.9763,3.2993,0.32987,1.677,0.48165718,-,Less,Less,FALSE,FALSE,Mixed
ATG15,P25641,5.8895,6.5917,0.51395,-0.7022,0.28907913,-,Less,More,6.1862,5.9102,0.79392,0.276,0.100223257,-,Less,More,6.6122,5.6992,0.1219,0.913,0.913996294,-,More,More,FALSE,FALSE,Mixed
ATG19,P35193,7.3559,8.5004,0.010263,-1.1445,1.988725671,-,More,More,7.7305,6.8755,0.17561,0.855,0.755450757,-,More,More,7.9798,8.2189,0.58041,-0.2391,0.236265114,-,More,More,All above average,FALSE,FALSE
ATG2,P53855,8.759,8.1336,0.12247,0.6254,0.911970282,-,More,More,8.8968,8.0592,0.15991,0.8376,0.796124377,-,More,More,8.7169,8.6739,0.91511,0.043,0.038526699,-,More,More,All above average,FALSE,FALSE
ATG21,Q02887,2.969,5.6121,0.060411,-2.6431,1.218883975,-,Less,Less,1.977,3.7532,0.30248,-1.7762,0.519303336,-,Less,Less,4.7815,4.8412,0.96729,-0.0597,0.014443302,-,Less,Less,FALSE,All Below Average,FALSE
ATG22,P25568,7.1367,6.6659,0.606,0.4708,0.217527376,-,More,More,7.201,4.8534,0.026319,2.3476,1.579730616,-,More,Less,6.2199,4.244,0.17534,1.9759,0.756118998,-,Less,Less,FALSE,FALSE,Mixed
ATG3,P40344,8.258,8.4608,0.61649,-0.2028,0.210073964,-,More,More,8.2601,8.8518,0.30077,-0.5917,0.521765484,-,More,More,8.9391,8.6871,0.5322,0.252,0.27392513,-,More,More,All above average,FALSE,FALSE
ATG32,P40458,7.3513,7.5144,0.81113,-0.1631,0.090909536,-,More,More,7.4003,7.5165,0.85395,-0.1162,0.068567557,-,More,More,7.3777,8.071,0.12249,-0.6933,0.911899365,-,More,More,All above average,FALSE,FALSE
ATG34,Q12292,6.5133,4.1452,0.092493,2.3681,1.033891134,-,More,Less,5.5787,4.2546,0.43036,1.3241,0.366168101,-,Less,Less,5.2071,3.2993,0.26767,1.9078,0.572400301,-,Less,Less,FALSE,FALSE,Mixed
ATG5,Q12380,2.969,3.698,0.89687,-0.729,0.047270503,-,Less,Less,1.977,0,0.4086,1.977,0.388701638,-,Less,Less,1.6135,3.4219,0.63027,-1.8084,0.200473364,-,Less,Less,FALSE,All Below Average,FALSE
ATG8,P38182,3.8738,0,0.35004,3.8738,0.455882325,-,Less,Less,3.9167,0,0.321,3.9167,0.493494968,-,Less,Less,2.7826,0,0.23884,2.7826,0.621892937,-,Less,Less,FALSE,All Below Average,FALSE
ATP11,P32453,3.0618,0,0.46014,3.0618,0.337110012,-,Less,Less,2.6052,3.7532,0.50513,-1.148,0.296596838,-,Less,Less,4.1407,3.3368,0.59079,0.8039,0.228566864,-,Less,Less,FALSE,All Below Average,FALSE
ATP15,P21306,0,0,0,0,0,-,Less,Less,3.2943,0,0.40389,3.2943,0.393736899,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
ATP17,Q06405,6.0239,5.8665,0.90414,0.1574,0.043764317,-,Less,More,6.2787,4.6987,0.24375,1.58,0.613055376,-,Less,Less,6.559,4.5733,0.067068,1.9857,1.173484644,-,More,Less,FALSE,FALSE,Mixed
ATP18,P81450,9.6157,9.0143,0.14819,0.6014,0.829181102,-,More,More,9.5939,9.3188,0.56245,0.2751,0.249916079,-,More,More,9.4455,9.5653,0.76629,-0.1198,0.115606842,-,More,More,All above average,FALSE,FALSE
ATP19,P81451,7.0816,4.891,0.041756,2.1906,1.379281111,-,More,Less,6.3333,4.1317,0.10431,2.2016,0.981674055,-,Less,Less,5.7719,4.244,0.29467,1.5279,0.530664077,-,Less,Less,FALSE,FALSE,Mixed
ATP20,Q12233,9.2419,9.5447,0.4666,-0.3028,0.331055266,-,More,More,9.3653,8.6211,0.1931,0.7442,0.714217726,-,More,More,9.4588,9.1393,0.42802,0.3195,0.368535937,-,More,More,All above average,FALSE,FALSE
ATP22,P50273,5.1566,3.698,0.30007,1.4586,0.522777422,-,Less,Less,5.9559,5.0205,0.49011,0.9354,0.309706436,-,Less,Less,6.3506,3.9033,0.093236,2.4473,1.030416367,-,Less,Less,FALSE,All Below Average,FALSE
ATP23,P53722,6.2699,5.8665,0.7077,0.4034,0.150150804,-,Less,More,6.1379,6.29,0.88555,-0.1521,0.052786913,-,Less,More,6.726,5.0727,0.12733,1.6533,0.895069261,-,More,Less,FALSE,FALSE,Mixed
ATP25,Q03153,0,0,0,0,0,-,Less,Less,3.9296,0,0.31941,3.9296,0.495651491,-,Less,Less,3.7469,0,0.3186,3.7469,0.496754229,-,Less,Less,FALSE,All Below Average,FALSE
ATP5,P09457,3.0618,0,0.46014,3.0618,0.337110012,-,Less,Less,3.7154,0,0.3465,3.7154,0.460296761,-,Less,Less,2.4003,0,0.30959,2.4003,0.509213076,-,Less,Less,FALSE,All Below Average,FALSE
ATR1,P13090,6.0354,6.2777,0.82183,-0.2423,0.085218009,-,Less,More,6.8735,7.3127,0.4866,-0.4392,0.312827895,-,More,More,6.209,7.3399,0.055358,-1.1309,1.256819609,-,Less,More,FALSE,FALSE,Mixed
ATX1,P38636,6.4012,0,0.25507,6.4012,0.593340618,-,Less,Less,4.6981,5.6244,0.4944,-0.9263,0.305921538,-,Less,Less,4.4749,3.2993,0.4946,1.1756,0.305745888,-,Less,Less,FALSE,All Below Average,FALSE
ATX2,Q12067,0,0,0,0,0,-,Less,Less,2.6052,0,0.27618,2.6052,0.558807775,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
AUS1,Q08409,7.406,8.1447,0.097572,-0.7387,1.010674793,-,More,More,7.7496,7.089,0.29542,0.6606,0.529560106,-,More,More,7.4569,7.3458,0.8215,0.1111,0.085392432,-,More,More,All above average,FALSE,FALSE
AVL9,Q12500,4.4938,3.698,0.88748,0.7958,0.051841425,-,Less,Less,6.0433,4.4387,0.2365,1.6046,0.626168855,-,Less,Less,5.4033,3.3368,0.2299,2.0665,0.638461029,-,Less,Less,FALSE,All Below Average,FALSE
AVT1,P47082,8.6424,8.9191,0.51098,-0.2767,0.291596098,-,More,More,8.7606,8.7868,0.96352,-0.0262,0.016139266,-,More,More,8.3059,9.2937,0.014332,-0.9878,1.843693201,-,More,More,All above average,FALSE,FALSE
AVT2,P39981,10.5141,10.7229,0.55659,-0.2088,0.254464601,-,More,More,10.254,10.5826,0.40297,-0.3286,0.394727285,-,More,More,10.4133,10.876,0.17273,-0.4627,0.762632227,-,More,More,All above average,FALSE,FALSE
AVT3,P36062,8.5805,9.5171,0.024327,-0.9366,1.613911445,-,More,More,9.2038,9.0315,0.71678,0.1723,0.144614121,-,More,More,9.4203,8.9923,0.2884,0.428,0.540004744,-,More,More,All above average,FALSE,FALSE
AVT5,P38176,0,5.2069,0.20908,-5.2069,0.679687509,-,Less,Less,4.8273,5.434,0.65446,-0.6067,0.184116892,-,Less,Less,3.7096,5.9291,0.12793,-2.2195,0.8930276,-,Less,More,FALSE,FALSE,Mixed
AVT7,P40501,6.4363,0,0.25248,6.4363,0.597773018,-,Less,Less,5.0625,4.3021,0.65061,0.7604,0.186679266,-,Less,Less,4.5049,0,0.23049,4.5049,0.637347912,-,Less,Less,FALSE,All Below Average,FALSE
AXL1,P40851,5.8379,4.1452,0.22915,1.6927,0.639880138,-,Less,Less,6.2781,3.5873,0.10902,2.6908,0.962493822,-,Less,Less,4.3346,5.2948,0.51016,-0.9602,0.292293596,-,Less,Less,FALSE,All Below Average,FALSE
AYR1,P40471,9.6708,10.0505,0.28506,-0.3797,0.545063719,-,More,More,10.0003,9.4932,0.19681,0.5071,0.705952839,-,More,More,9.9216,9.2483,0.094854,0.6733,1.02294435,-,More,More,All above average,FALSE,FALSE
AYT1,Q12226,10.4959,10.0783,0.23956,0.4176,0.620585696,-,More,More,9.8438,10.2432,0.30931,-0.3994,0.509606039,-,More,More,10.4483,10.2396,0.53848,0.2087,0.268830422,-,More,More,All above average,FALSE,FALSE
AZR1,P50080,0,0,0,0,0,-,Less,Less,4.17,2.7026,0.39428,1.4674,0.404195252,-,Less,Less,3.915,3.9613,0.97856,-0.0463,0.009412541,-,Less,Less,FALSE,All Below Average,FALSE
BAP2,P38084,9.4338,9.2706,0.69489,0.1632,0.158083938,-,More,More,9.4138,10.3008,0.023966,-0.887,1.620404445,-,More,More,9.5533,9.9812,0.20729,-0.4279,0.683421648,-,More,More,All above average,FALSE,FALSE
BAP3,P41815,10.3897,10.3968,0.98394,-0.0071,0.007031384,-,More,More,10.0987,10.7572,0.093684,-0.6585,1.028334575,-,More,More,10.4539,10.7927,0.31799,-0.3388,0.497586537,-,More,More,All above average,FALSE,FALSE
BAR1,P12630,5.2384,0,0.20633,5.2384,0.685437622,-,Less,Less,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
BAS1,P22035,5.8247,3.698,0.1308,2.1267,0.883392256,-,Less,Less,4.0607,4.8164,0.65266,-0.7557,0.185313003,-,Less,Less,4.7741,3.8346,0.58514,0.9395,0.232740213,-,Less,Less,FALSE,All Below Average,FALSE
BAT2,P47176,9.0437,9.4385,0.34246,-0.3948,0.465390148,-,More,More,9.074,9.6181,0.25194,-0.5441,0.598702875,-,More,More,9.3253,9.6247,0.45756,-0.2994,0.339551949,-,More,More,All above average,FALSE,FALSE
BCH1,Q05029,9.4887,9.9203,0.22424,-0.4316,0.649286915,-,More,More,9.7889,9.2991,0.30233,0.4898,0.519518756,-,More,More,9.514,9.2715,0.54762,0.2425,0.261520699,-,More,More,All above average,FALSE,FALSE
BCK1,Q01389,7.342,6.4432,0.32473,0.8988,0.488477587,-,More,More,7.1054,7.3689,0.67646,-0.2635,0.169757879,-,More,More,6.9457,7.1762,0.63982,-0.2305,0.193942189,-,More,More,All above average,FALSE,FALSE
BCS1,P32839,5.6244,6.9419,0.22074,-1.3175,0.656118962,-,Less,More,6.9982,6.0485,0.22568,0.9497,0.646506927,-,More,More,7.0311,5.0462,0.067165,1.9849,1.172856981,-,More,Less,FALSE,FALSE,Mixed
BDH1,P39714,6.5215,4.6413,0.15019,1.8802,0.823358983,-,More,Less,7.4725,6.4586,0.19581,1.0139,0.708165133,-,More,More,6.2078,7.1511,0.11001,-0.9433,0.958567835,-,Less,More,FALSE,FALSE,Mixed
BDH2,P39713,9.65,9.2655,0.35533,0.3845,0.449368124,-,More,More,9.4685,9.5382,0.88332,-0.0697,0.053881936,-,More,More,9.4753,9.3036,0.67033,0.1717,0.173711344,-,More,More,All above average,FALSE,FALSE
BEM2,P39960,6.7841,4.891,0.14743,1.8931,0.831414134,-,More,Less,6.3373,5.7319,0.56673,0.6054,0.246623797,-,Less,More,5.6218,5.1116,0.72642,0.5102,0.138812207,-,Less,Less,FALSE,FALSE,Mixed
BEM3,P32873,5.6545,0,0.31473,5.6545,0.502061858,-,Less,Less,4.1481,4.1982,0.97621,-0.0501,0.010456748,-,Less,Less,3.7905,0,0.313,3.7905,0.504455662,-,Less,Less,FALSE,All Below Average,FALSE
BEM4,P39011,3.9727,0,0.33787,3.9727,0.471250368,-,Less,Less,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,FALSE,All Below Average,FALSE
BFA1,P47113,7.5705,6.9962,0.40029,0.5743,0.397625259,-,More,More,7.7507,7.3075,0.48261,0.4432,0.316403683,-,More,More,7.373,6.1082,0.032125,1.2648,1.493156864,-,More,More,All above average,FALSE,FALSE
BIK1,P11709,6.1148,3.698,0.085981,2.4168,1.065597508,-,Less,Less,4.0489,4.8164,0.64761,-0.7675,0.188686454,-,Less,Less,5.1408,5.0933,0.97401,0.0475,0.011436584,-,Less,Less,FALSE,All Below Average,FALSE
BIM1,P40013,6.2988,6.3628,0.95256,-0.064,0.021107659,-,Less,More,6.6352,6.9442,0.69342,-0.309,0.159003636,-,More,More,6.9736,6.6691,0.60593,0.3045,0.217577545,-,More,More,FALSE,FALSE,Mixed
BIO3,P50277,8.8909,9.0611,0.68236,-0.1702,0.165986439,-,More,More,9.5159,9.0788,0.35737,0.4371,0.446881908,-,More,More,9.2703,9.0962,0.66588,0.1741,0.176604029,-,More,More,All above average,FALSE,FALSE
BIO5,P53744,7.6706,7.354,0.64286,0.3166,0.191883596,-,More,More,7.9343,7.2527,0.28032,0.6816,0.552345916,-,More,More,7.3636,7.3247,0.93703,0.0389,0.028246504,-,More,More,All above average,FALSE,FALSE
BIT61,P47041,8.0188,8.6447,0.12215,-0.6259,0.913106529,-,More,More,8.5543,8.2548,0.61529,0.2995,0.210920143,-,More,More,8.2789,7.8464,0.31731,0.4325,0.498516241,-,More,More,All above average,FALSE,FALSE
BLI1,P35727,8.328,8.9406,0.14563,-0.6126,0.83674915,-,More,More,8.8113,8.0702,0.21371,0.7411,0.670175156,-,More,More,8.5517,8.5191,0.93565,0.0326,0.028886578,-,More,More,All above average,FALSE,FALSE
BLS1,Q06071,8.3606,8.9607,0.15405,-0.6001,0.812338297,-,More,More,8.6002,8.2482,0.55487,0.352,0.255808755,-,More,More,8.1878,7.8071,0.39639,0.3807,0.40187731,-,More,More,All above average,FALSE,FALSE
BMH1,P29311,0,0,0,0,0,-,Less,Less,0,0,0,0,0,-,Less,Less,0,2.473,0.29517,-2.473,0.529927785,-,Less,Less,FALSE,All Below Average,FALSE
BMH2,P34730,5.851,6.1359,0.79115,-0.2849,0.101741168,-,Less,More,5.1703,5.6639,0.71576,-0.4936,0.145232576,-,Less,Less,4.7699,4.81,0.97805,-0.0401,0.009638943,-,Less,Less,FALSE,FALSE,Mixed
BNA3,P47039,7.7848,8.4307,0.11067,-0.6459,0.95597009,-,More,More,8.7882,8.1802,0.30765,0.608,0.511943081,-,More,More,8.8561,7.9781,0.042323,0.878,1.373423556,-,More,More,All above average,FALSE,FALSE
